staff_pick,name_len_clean,blurb_len_clean,staff_pick.1,show_feature_image,video,goal_usd,project_duration_days
True,7,9,False,False,True,2001.14465,30
False,4,12,False,False,False,200.0,30
False,8,9,False,False,True,23679.007400000002,31
True,3,10,False,False,True,8000.0,21
False,4,23,False,False,True,30000.0,30
False,9,14,False,False,True,8888.23056,20
True,5,15,False,False,True,13176.716098,30
False,4,10,False,False,False,1500.0,32
False,5,11,False,False,False,350.0,30
False,2,18,False,False,True,10000.0,15
False,1,18,False,False,True,41600.0,60
True,10,12,False,False,True,10000.0,30
False,7,19,False,False,True,23283.9984,60
False,1,4,False,False,True,101921.4459,57
False,4,20,False,False,False,2688.9997000000003,21
False,4,4,False,False,True,28217.75525,60
False,1,8,False,False,True,16358.40165,52
False,5,5,False,False,False,246.76185,60
False,5,12,False,False,False,7000.0,16
False,4,16,False,False,False,1500.0,30
True,8,17,False,False,True,5533.99604,30
False,6,11,False,False,False,1297.835095,60
True,8,15,False,False,True,11531.55305,30
False,4,10,False,False,True,11972.969304,30
False,5,21,False,False,True,6300.0,30
False,4,15,False,False,False,4304.353709999999,30
False,4,14,False,False,True,500.0,26
False,2,8,False,False,True,6687.554099999999,39
False,3,10,False,False,True,10000.0,57
True,3,5,False,False,False,2288.8597919999997,34
False,7,6,False,False,True,500.0,60
False,4,12,False,False,False,3000.0,45
False,8,20,False,False,False,37000.0,40
False,4,21,False,False,True,7873.079699999999,30
False,7,8,False,False,False,3500.0,30
False,9,11,False,False,False,10000.0,31
False,6,15,False,False,False,274.597782,40
False,3,4,False,False,True,4848.29681,60
False,1,19,False,False,True,400.0,30
False,2,15,False,False,False,5000.0,30
True,7,15,False,False,False,4360.0,30
False,5,19,False,False,False,100000.0,60
False,9,18,False,False,True,10000.0,33
True,7,17,False,True,True,100000.0,31
True,4,18,False,False,False,3601.12,60
False,6,11,False,False,False,2500.0,45
True,7,15,False,False,True,3500.0,31
False,8,4,False,False,True,500000.0,60
False,4,13,False,False,True,11242.852400000002,30
False,6,8,False,False,True,2500.0,22
False,8,18,False,False,True,10800.5202,20
False,4,17,False,False,True,5028.2138970000005,25
True,5,14,False,False,True,9443.48368,46
False,4,16,False,False,True,5000.0,30
True,5,15,False,False,True,8500.0,14
False,2,10,False,False,True,20000.0,60
False,6,14,False,False,False,798.29803,20
False,3,9,False,False,False,478.48988399999996,20
True,7,15,False,False,True,6492.91621,30
False,1,19,False,False,True,593.40067,30
False,4,6,False,False,False,1752.1040000000003,60
True,1,17,False,False,True,4846.6519499999995,36
False,8,18,False,False,True,10000.0,21
True,9,17,False,False,True,4000.0,15
False,8,8,False,False,True,15849.4304,30
True,7,16,False,False,True,25000.0,30
False,5,12,False,False,False,6000.0,60
False,7,13,False,False,True,8000.0,42
False,8,18,False,False,False,6170.0,60
False,5,12,False,False,False,372.64905,30
False,4,9,False,False,False,14811.605004,48
False,4,23,False,False,True,1937.7359999999999,34
False,2,16,False,False,False,10000.0,7
False,5,5,False,False,True,15000.0,29
True,5,17,False,False,True,24209.069399999997,31
False,4,3,False,False,True,19887.30522,30
False,4,10,False,False,False,700.0,28
False,6,21,False,False,False,500.0,18
False,7,18,False,False,False,1500.0,30
False,6,16,False,False,True,2378.43837,30
False,4,3,False,False,True,1250.0,30
False,6,16,False,False,False,22847.768799999998,28
False,7,23,False,True,False,5545.286496000001,14
True,6,12,False,False,True,1200.0,20
False,4,18,False,False,False,1000.0,4
False,5,20,False,False,True,5000.0,30
False,7,18,False,False,True,3225.0,24
False,2,6,False,False,False,600.0,21
True,7,9,False,False,False,4800.0,29
False,6,11,False,False,False,300.0,22
False,4,12,False,False,True,5786.11285,60
False,4,7,False,False,False,249.76989999999998,30
False,3,13,False,False,True,790.5500800000001,31
False,3,10,False,False,False,50000.0,50
False,2,14,False,False,True,177.41751075,21
False,3,4,False,False,True,20000.0,60
False,2,6,False,False,True,4111.26735,30
False,2,4,False,False,False,7500.0,21
False,3,14,False,False,True,4537.89996,30
False,4,10,False,False,False,340.251785,60
False,3,23,False,False,True,11691.797,53
False,9,15,False,True,False,3000.0,21
False,6,22,False,False,False,400.0,30
False,8,17,False,True,False,600.0,30
False,5,24,False,False,False,35000.0,34
False,6,13,False,False,True,9992.582986,30
False,6,15,False,False,False,315.58082889,30
True,4,12,False,False,False,4155.45273,28
False,9,20,False,False,False,10000.0,60
False,4,8,False,False,False,551.115579,20
False,3,9,False,False,True,3000.0,39
False,7,19,False,False,True,5000.0,37
False,3,4,False,False,False,60.0,30
True,3,11,False,False,True,7500.0,30
True,2,15,False,False,True,1314.3240595,28
False,7,7,False,False,False,551.69979,16
True,8,8,False,False,True,1575.70266,30
False,5,17,False,False,False,626.92125,30
False,1,17,False,False,False,131770.205424,60
True,6,19,False,False,True,6818.41735,30
True,7,21,False,False,True,10000.0,30
False,5,13,False,False,False,300.0,21
False,3,21,False,False,False,36300.0,45
False,1,8,False,False,True,12500.0,20
False,2,24,False,False,False,100.0,60
False,8,19,False,False,True,6000.0,60
False,6,14,False,False,True,500.0,29
False,4,21,False,False,False,15000.0,39
True,4,15,False,False,True,23340.811469999997,28
False,4,5,False,False,True,1.0,30
False,3,13,False,False,True,4692.79772,35
False,5,12,False,False,False,5000.0,40
False,3,17,False,False,True,1137.3174,60
False,7,14,False,False,True,244500.0,60
True,7,19,False,False,True,5000.0,45
False,8,16,False,True,True,10000.0,30
False,1,17,False,False,True,5522.787,59
False,2,21,False,False,False,3000.0,60
True,10,14,False,False,False,12000.0,30
False,6,12,False,False,True,10000.0,30
True,6,19,False,False,True,10000.0,29
False,1,3,False,True,True,12000.0,30
False,2,7,False,False,False,3600.0,56
False,5,20,False,False,True,3000.0,30
False,2,26,False,False,True,3941.02025,55
False,1,14,False,False,True,6835.0177,54
False,7,11,False,False,False,274.08449,14
False,4,24,False,False,True,6806.86075,47
False,7,14,False,False,True,13600.0,60
False,8,7,False,False,True,9618.34412,35
True,4,7,False,False,True,10150.70409,30
False,9,5,False,False,True,45.0,30
False,5,18,False,False,True,7000.0,20
True,8,20,False,True,True,10000.0,60
False,6,13,False,False,True,50000.0,30
False,3,9,False,False,True,2178.9309,15
False,8,23,False,False,True,145009.58250000002,50
False,7,17,False,False,True,5000.0,60
False,9,16,False,False,True,10000.0,30
False,4,7,False,False,False,293.8825425,20
False,5,17,False,False,False,3000.0,46
False,5,8,False,False,False,564.4723775,28
False,8,3,False,False,True,4000.0,30
False,6,11,False,False,True,11000.0,30
False,5,9,False,False,True,5000.0,30
False,2,17,False,False,False,700.0,25
False,6,17,False,False,False,30000.0,30
False,5,10,False,False,True,3654.5006000000003,20
False,4,15,False,False,True,9529.09916,24
False,3,18,False,False,True,7000.0,30
False,5,22,False,False,True,38006.806240000005,35
False,6,25,False,False,True,50992.61772,60
False,3,16,False,False,False,6000.0,30
False,3,19,False,False,False,1500.0,60
False,2,9,False,False,False,1800.0,30
False,10,18,False,False,False,50000.0,24
False,7,9,False,False,True,2999.0,27
False,7,20,False,False,True,93672.78148199999,15
False,3,6,False,False,True,10000.0,25
False,3,18,False,False,True,11200.0,30
False,2,19,False,False,True,22724.1998,30
False,8,19,False,False,True,14871.362724,59
True,4,14,False,False,True,21753.16944,32
False,8,21,False,False,False,50.0,35
False,1,13,False,False,True,11000.0,30
False,8,23,False,False,True,10000.0,40
True,6,9,False,False,False,2355.60531,29
False,8,11,False,False,False,250.0,30
False,8,17,False,False,True,877.0770000000001,60
False,12,16,False,False,True,679.21217,20
False,4,3,False,False,False,203.020677,30
False,3,21,False,False,True,60000.0,30
False,5,10,False,False,True,22500.0,45
False,2,13,False,False,False,60000.0,33
False,3,19,False,False,False,1160.1453,20
False,4,13,False,False,False,1173.19943,25
False,4,5,False,False,True,11583.002600000002,60
False,8,4,False,False,False,99.52168,22
False,6,24,False,False,True,15000.0,26
False,2,8,False,False,True,13578.063757,30
False,2,18,False,False,False,1109.994542,40
False,8,16,False,False,True,3500.0,21
False,3,17,False,False,True,83840.5057032,28
False,6,13,False,False,True,2334.949949,30
False,6,15,False,False,True,217.48807200000002,10
False,4,15,False,False,False,10000.0,60
False,3,16,False,False,True,4000.0,27
False,5,20,False,False,False,2737.00028,22
False,5,11,False,False,True,14000.0,25
False,8,7,False,False,False,7895.0,30
False,4,13,False,False,True,8800.0,30
False,5,9,False,False,False,267.7741,60
False,3,18,False,False,True,1000000.0,58
False,6,11,False,False,False,300.0,19
False,2,15,False,False,True,4740.748775,24
False,8,16,False,False,False,5000.0,30
False,5,15,False,False,True,2000.0,34
False,8,2,False,False,True,6500.0,35
True,5,20,False,False,True,2000.0,30
False,2,7,False,False,False,1583.2241600000002,45
False,7,18,False,False,True,2220.66774,30
False,8,14,False,False,True,2031.8925900000002,31
False,7,16,False,False,True,641.65495,30
True,3,11,False,True,True,29305.815499999997,45
False,3,16,False,False,False,45000.0,45
True,2,6,False,False,True,53609.42651999999,30
False,5,19,False,False,True,18452.091,28
True,3,12,False,False,True,7500.0,30
False,9,21,False,False,False,4000.0,10
False,5,20,False,False,True,3630.7392999999997,21
False,4,6,False,False,False,1500.0,28
False,9,20,False,False,True,3475.2711300000005,30
False,7,10,False,False,False,14193.40086,17
False,5,23,False,False,True,3500.0,28
False,5,19,False,False,True,2500.0,52
False,5,9,False,False,False,346.65903025,20
True,3,7,False,False,True,10500.0,40
False,2,18,False,False,True,10000.0,43
False,7,9,False,False,False,10000.0,59
False,4,21,False,False,True,10846.304600000001,30
False,9,21,False,False,True,205563.3675,30
False,6,6,False,False,True,1015.33563,28
True,7,12,False,False,True,3500.0,17
False,3,7,False,True,True,5135.282799999999,30
False,6,12,False,False,False,100000.0,31
False,1,19,False,False,True,2874.48,26
False,4,12,False,True,False,954.578429,19
False,4,12,False,False,False,4287.0,30
False,5,10,False,False,True,300.0,31
False,5,21,False,False,False,3421.2503500000003,30
False,7,7,False,False,True,13320.360415,30
False,2,9,False,False,True,20000.0,30
False,4,7,False,False,False,12131.1621,30
False,2,23,False,False,False,325.0,30
False,6,10,False,False,True,5000.0,26
False,4,22,False,False,True,4089.75096,30
False,1,17,False,False,True,35000.0,30
False,6,16,False,False,True,4500.0,31
False,2,4,False,False,True,232550.568,60
True,3,10,False,False,True,26543.504800000002,30
True,3,18,False,True,True,7000.0,30
False,6,18,False,False,True,30000.0,30
False,5,16,False,False,False,400.0,30
False,8,7,False,False,False,10356.3696,60
False,1,20,False,False,False,20000.0,60
False,9,19,False,False,False,1735.536615,19
False,2,20,False,False,False,25000.0,30
True,3,11,False,True,True,15000.0,30
False,5,19,False,False,False,2000.0,21
False,6,19,False,False,False,10000.0,30
True,2,15,False,True,True,15756.157799999999,30
False,7,21,False,False,False,1603.5020399999999,51
False,5,18,False,True,False,6421.9685,30
False,7,14,False,False,True,25000.0,35
False,5,17,False,False,True,800.67256,60
False,2,18,False,False,True,44429.996399999996,30
False,9,26,False,False,True,60000.0,30
True,5,9,False,False,True,2904.72644,30
False,6,10,False,False,False,600.0,25
False,4,13,False,False,True,3540.0,22
True,5,20,False,False,True,11561.094599999999,30
False,3,22,False,False,True,20000.0,45
False,5,5,False,False,True,5295.29896,30
False,6,14,False,False,False,9756.69252,20
True,6,16,False,False,True,50000.0,25
True,7,17,False,False,True,10000.0,30
False,1,19,False,False,True,53392.4253368,30
False,2,10,False,False,True,3708.0297499999997,30
False,1,14,False,False,True,100000.0,60
False,4,5,False,False,False,10000.0,30
False,3,18,False,False,False,8092.7662199999995,30
False,3,13,False,False,True,27218.3037,30
True,6,5,False,False,False,18650.798455,22
False,6,16,False,False,True,12000.0,19
False,3,7,False,False,False,3300.0,30
False,3,18,False,False,False,24384.606405,45
False,4,15,False,True,True,9818.20159,30
True,2,12,False,False,True,6000.0,40
False,7,9,False,False,True,1200.0,30
False,5,4,False,False,False,300.0,10
True,2,9,False,False,True,12808.45082,35
False,5,8,False,False,False,5000.0,34
True,8,18,False,False,True,7000.0,11
False,10,21,False,False,True,5000.0,30
False,4,20,False,False,False,2000.0,34
False,4,17,False,False,False,3000.0,30
False,1,11,False,False,False,1391.96442,35
False,1,3,False,False,False,1326.9903199999999,30
False,3,5,False,False,True,39553.290973999996,38
False,4,9,False,False,False,550.0,8
False,3,10,False,False,True,1000.0,30
False,2,10,False,False,False,500.0,29
False,8,22,False,False,False,4343.745000000001,45
True,8,17,False,False,True,20000.0,30
False,3,7,False,False,False,2000.0,44
False,8,12,False,False,True,203.099808,60
False,6,11,False,False,True,12000.0,30
False,9,18,False,False,False,516.28003125,57
False,1,6,False,False,True,69314.9604,60
False,2,1,False,False,True,479.08,28
False,3,10,False,False,True,1157.2225700000001,30
False,8,19,False,False,True,2483.5737685000004,30
False,8,19,False,False,False,50000.0,45
False,8,14,False,False,True,1286.4337,30
False,9,9,False,False,True,2000.0,45
False,7,1,False,False,False,1166.47867,23
False,8,17,False,False,True,5143.3912,30
True,1,17,False,False,True,10363.201118,45
False,6,4,False,False,True,45.0,20
False,4,10,False,False,True,173.287401,30
False,9,13,False,False,True,10000.0,36
True,7,14,False,False,False,800.0,45
False,7,7,False,False,False,666.0,14
True,1,6,False,False,True,3493.21386,24
False,5,16,False,False,True,1600.0,23
False,3,2,False,False,True,35358.2535,50
True,5,14,False,False,True,18435.7851,30
False,7,20,False,False,False,60000.0,45
False,4,6,False,False,True,16044.5138,30
False,2,16,False,True,True,20000.0,26
True,9,7,False,False,True,9978.425141999998,45
False,7,11,False,False,True,1516.337368,30
False,9,14,False,False,True,2192.67,30
False,3,16,False,False,True,1000.0,36
False,2,19,False,False,True,2904.929937,42
False,1,5,False,False,True,6883.733749999999,30
False,5,13,False,False,True,2666.18871,45
True,10,9,False,False,True,25000.0,30
False,3,20,False,False,True,5000.0,59
False,6,6,False,False,True,20000.0,30
False,3,11,False,False,True,10000.0,50
False,5,12,False,False,False,11911.852350000001,30
False,8,20,False,False,True,20000.0,28
False,8,15,False,False,False,1500.0,28
False,4,11,False,False,False,2834.60716,15
False,2,16,False,False,True,1106.639976,30
False,3,21,False,False,True,34999.0,30
True,4,10,False,False,False,6916.499849999999,21
False,4,18,False,False,True,500000.0,60
False,5,8,False,False,False,231.71570945000002,26
False,8,12,False,False,False,3881.8329445500003,33
False,4,23,False,False,True,15000.0,23
False,7,19,False,False,True,11464.7592,30
False,3,8,False,False,False,900.0,39
False,6,16,False,False,False,599.0,45
False,10,17,False,False,True,3000.0,30
False,4,9,False,False,True,2421.63,30
True,7,16,False,False,False,6000.0,30
False,1,20,False,False,True,500.0,30
False,5,18,False,False,True,2000.2648376800003,31
False,7,14,False,False,False,933.182936,43
True,4,14,False,False,True,70000.0,30
False,4,20,False,False,True,15000.0,60
False,4,18,False,False,False,15000.0,59
False,2,18,False,False,False,13000.0,45
True,5,14,False,False,True,10000.0,30
False,6,5,False,False,True,53942.475,29
False,4,4,False,False,False,8000.0,60
False,10,23,False,False,True,15000.0,30
True,8,19,False,False,True,1500.0,22
False,9,16,False,False,True,1000.0,30
False,6,19,False,False,False,1500.0,21
False,4,10,False,False,True,1376.57997,31
True,3,14,False,False,False,19540.78407412,7
False,5,22,False,False,False,881.132512,30
False,5,16,False,False,True,600.0,45
False,4,20,False,False,True,400.0,20
False,10,21,False,False,True,20000.0,60
False,3,10,False,False,False,292.80111999999997,15
False,2,10,False,False,True,4518.543519999999,60
False,7,14,False,True,False,1250.0,45
False,2,11,False,False,True,80.76754376000001,45
False,7,15,False,False,True,600.0,21
False,2,11,False,False,False,4000.0,30
True,7,15,False,False,True,2281.659013,29
False,6,22,False,False,True,12500.0,30
True,2,4,False,False,True,11751.0,31
False,1,17,False,False,True,10000.0,15
False,7,18,False,False,False,273.70002800000003,30
False,3,15,False,False,True,600.0,30
False,4,21,False,False,False,1200.0,37
False,6,13,False,False,True,300.0,29
False,9,12,False,False,True,2563.2646,55
False,3,19,False,False,False,2310.1650799999998,52
False,5,11,False,False,False,1376.57997,25
False,7,10,False,False,True,992.4376275,31
False,7,12,False,False,True,28057.106439,30
False,9,18,False,False,True,81.001831,28
False,3,24,False,False,True,9500.0,40
False,6,15,False,False,True,99999.0,60
False,9,15,False,False,True,10000.0,31
False,8,13,False,False,False,75000.0,60
True,3,19,False,False,True,20000.0,20
False,6,18,False,False,True,6884.8522,33
False,2,19,False,False,True,52781.793393,35
False,2,12,False,False,True,4200.0,30
False,8,18,False,False,False,20882.6154,58
False,1,17,False,False,False,8500.0,56
False,2,10,True,False,True,41801.7075,30
False,7,15,False,False,True,31246.325705,30
False,5,4,False,False,True,5000.0,60
False,11,13,False,False,False,3500.0,46
True,7,12,False,False,True,3603.4997000000003,31
False,3,20,False,False,True,2500.0,45
False,4,14,False,False,False,4748.28655,21
False,9,12,False,False,True,39835.10545,48
False,5,18,False,False,True,796.73657,30
False,4,20,False,False,True,212.95512,16
False,3,9,False,False,True,3000.0,58
False,7,14,False,False,True,30000.0,60
False,1,4,False,False,False,13794.7017,57
False,8,11,False,False,False,500.0,30
False,5,18,False,False,True,7819.097400000001,60
False,4,22,False,False,False,2000.0,30
False,3,22,False,False,False,4300.0,60
False,3,13,False,False,True,800.0,29
True,5,8,False,False,False,15000.0,30
False,8,15,False,False,True,4389.4575,60
False,2,17,False,False,True,10000.0,59
False,6,13,False,False,False,738.4919465,14
False,3,14,False,False,True,8000.0,30
False,5,4,False,False,True,1191.1852350000001,30
False,6,17,False,False,True,7000.0,35
False,2,17,True,False,True,7500.0,24
False,5,11,False,False,False,1000.0,31
False,3,6,False,False,False,2000.0,30
False,2,15,False,False,False,673.99706,21
False,8,20,False,False,True,5000.0,27
False,8,11,False,False,True,20000.0,29
False,3,16,False,False,False,10157.89887,14
False,4,15,False,False,True,500.0,20
False,9,14,False,False,True,1500.0,40
False,6,8,False,False,True,8000.0,30
False,3,15,False,False,False,1300.0,30
False,1,17,False,False,True,5000.0,45
False,6,12,False,False,False,70.0,11
False,3,11,False,False,True,15000.0,30
False,5,18,False,True,True,14685.26644,30
False,3,18,False,False,True,5000.0,25
False,5,12,False,False,False,238.896489,30
False,6,23,False,False,True,28182.19225,30
False,8,7,False,False,True,1200.0,45
True,5,15,False,False,False,670.5172249999999,20
False,8,16,False,False,False,200000.0,30
False,5,18,False,False,False,6000.0,30
True,5,9,False,False,True,10798.39264,40
False,9,14,False,False,False,4000.0,27
False,3,6,False,False,False,500.0,60
False,6,21,False,False,False,10000.0,60
False,7,18,False,False,True,4444.0,30
True,6,16,False,False,True,20000.0,29
False,5,6,False,False,False,5000.0,30
True,3,16,False,False,True,9387.24115,10
False,4,19,True,False,True,14997.0,27
True,5,17,False,False,False,5660.00145,60
False,4,20,False,False,False,512.88902355,25
True,6,16,False,False,True,3902.11925,31
False,2,16,False,False,False,5000.0,60
False,4,20,False,False,True,9155.07784,60
False,5,15,False,False,True,6500.0,30
False,3,12,False,False,True,100000.0,30
False,6,17,False,False,True,700.0,7
False,7,18,False,False,False,2000.0,59
False,2,24,False,False,True,3000.0,30
False,3,7,False,False,True,369.74836999999997,30
True,5,19,False,False,True,25000.0,60
False,5,19,False,False,True,150000.0,37
False,5,4,False,False,False,510.371477,30
False,9,14,False,False,True,10000.0,30
False,2,18,False,False,True,300000.0,59
True,2,17,False,False,True,20513.2413,45
False,7,9,False,False,True,10500.0,53
False,7,19,False,False,True,5338.57936,60
False,7,6,False,False,True,58.0,14
False,6,18,False,False,True,794.327688,4
False,7,19,False,False,False,17036.068,30
False,6,16,False,False,False,250000.0,60
True,4,19,False,False,True,150000.0,45
False,7,21,False,False,False,1148.03972,13
False,6,20,False,False,True,7000.0,36
False,2,6,False,False,False,15000.0,30
False,2,12,False,False,False,1100.0,21
False,9,16,False,False,True,2323.995,30
False,8,18,False,False,True,6664.35635,30
False,2,17,False,False,False,3388.9712,60
True,4,11,False,False,False,290.0,15
False,1,15,False,False,True,5000.0,45
False,6,11,False,False,False,3160.388588,23
True,2,15,False,False,True,10994.321977,25
False,7,15,False,False,True,3205.07799456,30
False,2,12,False,False,False,2000.0,60
True,3,8,False,False,True,11111.0,30
False,3,19,False,False,False,444444.0,46
False,5,10,False,False,False,2500.0,55
False,2,19,False,False,True,8600.0,30
False,5,10,False,False,False,300.0,12
False,7,18,False,False,False,11239.9964,20
False,8,15,False,False,False,683.929035,10
True,6,18,False,False,True,1000.0,30
False,3,6,False,False,True,7500.0,31
True,3,12,False,False,True,1111.0,21
False,6,17,False,False,True,13410.74174,30
False,5,9,False,False,False,12254.076,60
False,4,6,False,False,False,572.7927999999999,14
False,7,17,False,False,True,1087.912785,37
False,4,11,False,False,True,3132.15828,30
True,6,13,False,False,True,2688.9997000000003,30
False,3,16,False,False,False,2500.0,30
False,5,13,False,False,True,1500.0,60
False,2,9,False,False,True,120000.0,37
False,2,8,False,False,True,3500.0,30
True,9,17,False,False,True,15000.0,30
False,4,11,False,False,False,337.22490999999997,28
False,6,11,False,False,False,400.0,15
False,3,17,False,False,False,3330.0,18
False,10,13,False,False,True,1608.5278925999999,30
False,8,11,False,False,False,350000.0,30
False,4,11,False,False,False,5145.11046,30
False,9,15,False,False,True,695.948,15
False,3,4,False,False,True,8000.0,30
False,4,12,False,False,False,500.0,60
False,1,15,False,False,False,336.12496250000004,60
True,3,20,False,False,False,1300.0,18
False,5,15,False,False,True,10230.1896,30
False,5,15,False,False,True,2000.0,27
False,1,13,False,False,False,2222.0,33
False,3,11,False,False,False,5000.0,30
False,6,13,False,False,True,5660.00145,21
False,2,20,False,False,False,25300.0,40
False,9,8,False,False,False,729.56489,18
False,7,14,False,False,True,6200.0,36
False,1,11,False,False,True,1337.48489,30
False,7,10,False,False,False,3000.0,18
False,4,3,False,False,False,612.3005,30
False,6,16,False,False,True,19841.24355,55
False,8,21,False,False,True,1500.0,32
False,3,5,False,False,True,2266.40452,14
False,4,9,False,False,True,1000.0,60
False,7,11,False,False,False,400000.0,58
True,4,15,False,False,True,2751.52906,59
False,4,15,False,False,False,600.0,21
True,6,9,False,False,False,2500.0,45
False,2,5,False,False,True,35000.0,30
False,5,16,False,False,False,1427.9971600000001,59
False,6,12,False,False,False,42427.5936,60
True,5,17,False,False,True,3296.19224,30
False,4,10,False,False,True,6796.88595,37
False,6,9,False,False,True,5000.0,30
False,6,13,False,False,False,18200.0,32
False,7,22,False,False,False,7817.997,60
False,5,6,False,False,True,25000.0,30
False,5,10,False,False,False,175.0935614,20
False,3,7,False,False,False,1131.70052,25
True,3,17,False,False,True,12500.0,45
False,7,19,False,False,True,10006.263900000002,30
True,7,4,False,False,False,12000.0,44
False,4,19,False,False,False,543.540296,30
True,4,8,False,False,True,2500.0,35
False,5,4,False,False,False,2100.0,30
False,7,13,False,False,False,30000.0,60
False,3,20,False,False,True,1167.4423649999999,20
False,3,20,False,False,True,250000.0,30
True,9,20,False,False,True,500.0,37
False,8,13,False,False,False,11968.455,30
False,5,13,False,False,True,10000.0,59
False,3,20,False,False,False,5000.0,60
True,2,6,False,True,True,11111.0,44
False,10,23,False,False,False,500.0,14
False,4,9,False,False,False,1400.0,8
False,7,15,False,False,True,1500.0,29
False,2,6,False,False,True,1527.3894870000001,13
False,2,5,False,False,False,678.839772,30
False,7,17,False,False,True,15000.0,60
False,3,8,False,False,True,6619.1237,46
True,4,6,False,False,True,3000.0,41
False,4,7,False,False,False,1700.5009650000002,25
True,3,9,False,False,True,18309.65275,52
False,9,21,False,False,True,4197.98068,21
True,9,19,False,False,True,10000.0,23
False,7,19,False,True,True,386.323825,18
False,7,11,False,False,True,20000.0,30
False,4,21,False,False,False,8700.0,60
False,4,14,False,False,True,10000.0,30
False,2,17,False,False,False,74244.27,45
False,6,15,False,False,False,14428.595255999999,29
False,7,17,False,False,False,50.0,24
True,7,7,False,False,False,500.0,33
False,2,9,False,False,True,45000.0,58
True,7,17,False,False,True,15000.0,30
False,2,24,False,False,False,2000.0,60
False,3,11,False,False,False,14102.1122,34
False,5,19,False,False,False,30000.0,60
False,2,23,False,False,False,10000.0,60
True,2,9,False,False,True,7998.0,21
True,2,15,False,False,True,7961.941919999999,30
False,9,23,False,False,False,60000.0,30
False,6,16,False,False,False,10000.0,59
False,4,7,False,False,True,6500.0,45
True,7,16,False,False,True,2300.0,17
False,6,18,False,False,False,5200.0,28
False,7,5,False,False,True,12000.0,30
False,7,3,False,False,True,6407.8855,43
True,7,20,False,False,True,1000.0,45
False,4,12,False,False,True,2485.766162,35
True,6,10,False,False,False,1500.0,30
True,5,7,False,False,True,7000.0,30
False,5,19,False,False,False,4724.07362,30
False,5,15,False,False,True,671.62505,31
False,7,17,False,False,False,1282.1787000000002,40
False,5,12,False,False,False,22549.007400000002,31
False,4,10,False,False,False,960.0,30
False,7,18,False,False,False,10000.0,60
False,3,15,False,False,False,800.0,34
False,6,19,False,False,True,9000.0,27
False,5,21,False,False,True,395342.63649999996,30
False,5,19,False,False,True,15000.0,29
False,8,16,False,False,True,28200.0,60
False,3,12,False,False,True,5256.834000000001,50
False,2,9,False,False,True,1363.75972,30
False,3,4,False,False,False,1000.0,30
True,6,9,False,False,True,5000.0,30
True,6,16,False,False,False,3000.0,30
False,3,17,False,False,True,3579.8002,38
False,3,20,False,False,False,331.3575575,30
False,2,14,False,False,False,12000.0,30
False,7,17,False,False,False,5000.0,10
False,6,16,False,False,True,12000.0,45
True,8,15,False,False,True,60000.0,30
False,1,15,False,False,True,45000.0,27
False,5,8,False,True,False,389.87874999999997,30
False,6,19,False,False,False,9011.33288,40
False,2,3,False,False,False,4756.99674,60
False,4,17,False,False,False,5362.20344,30
False,2,17,False,False,False,1340.49875,40
True,5,18,False,False,True,13000.0,37
False,8,17,False,False,True,3000.0,29
False,2,13,False,False,True,1569.75398,60
False,9,19,False,False,True,13485.7947,25
False,4,17,False,False,True,1145.308395,40
False,2,10,False,False,True,5640.4506,60
False,5,6,False,False,True,11333.499600000001,31
False,7,15,False,False,True,35000.0,24
True,9,20,False,False,True,362.4499,20
True,2,16,False,False,True,10000.0,33
False,6,10,False,False,True,282019.316175,30
False,1,16,False,False,False,1135.02998,59
False,4,9,False,False,False,1000.0,47
False,2,15,False,False,False,6181.99802,30
False,5,18,False,False,True,200.0,20
False,7,16,False,False,True,134985.557,30
False,2,23,False,False,True,26400.0,31
True,2,9,False,False,True,40000.0,29
False,5,12,False,False,False,8375.939306,30
False,1,15,False,False,False,18000.0,45
True,7,19,False,False,True,7215.2,30
False,6,9,False,False,True,1925505.595,46
False,7,7,False,False,False,350.0,30
False,7,10,False,False,False,500.0,30
False,8,23,False,False,True,1000.0,30
False,4,20,False,False,True,1701.25893,21
False,4,16,False,False,True,57311.6397,51
True,4,20,False,False,True,20000.0,30
True,7,13,False,False,True,30000.0,39
False,4,11,False,False,True,334.35012900000004,25
False,5,7,False,False,False,2020.43331,30
False,3,10,False,False,True,5000.0,60
False,5,8,False,False,True,1200.0,25
False,8,17,False,True,False,400.0,28
False,2,10,False,False,False,3141.9,60
False,5,20,False,True,True,4500.0,30
False,1,18,False,False,False,20000.0,35
True,4,10,False,False,True,3200.0,30
True,8,9,False,False,True,3980.8826750000003,30
False,7,14,False,False,False,641.2171999999999,14
True,9,1,False,False,True,8644.42,57
False,5,22,False,False,False,4000.0,45
False,7,16,False,False,True,1511.77221936,31
False,2,19,False,False,True,170139.015,53
False,3,17,False,False,False,5000.0,59
False,6,21,False,False,True,25000.0,38
False,1,5,False,False,True,15000.0,29
False,2,5,False,False,False,40000.0,60
False,6,5,False,False,False,5000.0,21
False,6,12,False,False,True,4049.20596,31
True,4,20,False,False,True,15847.630320000002,30
False,6,15,False,False,True,10000.0,30
False,3,14,False,True,False,250.0,19
False,4,14,False,False,True,10000.0,30
False,9,7,False,False,True,448.22596,15
False,7,18,False,False,True,2000.0,30
False,6,12,False,False,True,157.72587660000002,7
False,2,10,False,False,True,1300.0,18
