staff_pick,name_len_clean,blurb_len_clean,staff_pick.1,show_feature_image,video,goal_usd,project_duration_days
False,3,19,False,False,True,1000.0,14
False,9,22,False,False,True,5000.0,16
False,9,19,False,False,True,20000.0,28
False,8,18,False,False,True,4470.32,27
False,10,22,False,False,False,7000.0,21
False,4,20,False,False,True,1173.29028,60
False,1,4,False,False,False,352653.66,60
False,2,19,False,False,True,3322.886175,27
False,3,19,False,False,True,50.0,50
False,7,15,False,False,True,1500.0,30
False,5,22,False,False,False,1201.691985,30
False,4,19,False,False,False,500.0,14
False,2,19,False,False,False,850.0,14
False,6,4,False,False,True,1329.785152,40
False,5,19,False,False,True,3133.97344,60
False,4,13,False,False,True,5910.2703,32
False,10,18,False,False,False,20000.0,30
True,4,15,False,False,True,2834.2796639999997,30
True,2,18,False,False,True,4005.66936,47
False,1,22,False,False,False,1000.0,8
False,5,21,False,False,False,15000.0,60
False,5,17,False,False,True,20199.5248,30
False,6,15,False,False,False,2952.3746499999997,30
True,6,18,False,False,True,10058.7267,45
False,6,25,False,False,True,10173.0,22
False,3,19,False,False,True,6500.0,33
False,3,18,False,True,True,500.0,27
True,4,9,False,False,False,1408.381272,14
False,7,24,False,False,True,2000.0,14
True,4,20,False,False,True,19371.165500000003,30
False,4,12,False,False,True,589.637245,31
False,9,19,False,False,True,9151.802386020001,44
False,3,20,False,False,False,800.0,14
False,2,21,False,False,False,2000.0,22
False,3,6,False,False,True,20000.0,23
True,5,20,False,False,True,65000.0,32
False,4,15,False,False,False,500.0,30
True,3,22,False,False,True,2870.0,30
False,8,16,False,False,True,150.0,30
False,1,12,False,False,True,857.85824,30
False,8,18,False,False,True,11450.0,29
True,3,13,False,False,True,10000.0,31
False,3,21,False,False,True,2112.86112,30
False,5,22,False,False,True,25000.0,30
False,6,20,False,False,True,4500.0,30
False,4,20,False,False,True,25000.0,27
False,6,22,False,False,True,10000.0,30
False,7,16,False,False,True,6000.0,19
False,5,18,False,False,True,2000.0,25
False,3,16,False,False,False,400.0,18
False,5,22,False,False,False,2353.50048,30
False,4,18,False,False,True,4000.0,20
True,3,18,False,False,True,25000.0,52
True,3,21,False,False,True,22000.0,23
False,1,6,False,False,True,4289.2912,37
False,2,22,False,False,False,1328.6035,25
False,3,8,False,False,True,400.0,15
False,6,25,False,False,True,8500.0,13
False,10,20,False,False,False,59047.492999999995,30
False,3,13,False,False,True,1069.4560000000001,25
False,4,23,False,False,True,2000.0,25
False,9,17,False,False,False,35000.0,45
False,3,18,False,False,False,75000.0,60
False,7,21,False,False,True,250.0,15
False,4,10,False,False,True,1604.184,31
False,9,21,False,False,False,1800.0,30
False,6,11,False,False,True,1800.0,30
False,7,22,False,False,True,5000.0,20
False,7,21,False,False,True,1312.85283,30
False,5,15,False,False,True,200.2422125,33
False,7,18,False,False,True,2500.0,30
False,5,17,False,False,True,6834.0,27
False,2,19,False,False,False,1200.0,40
True,4,11,False,False,True,43884.55,30
False,8,18,False,False,False,500.0,30
False,6,21,False,False,False,5000.0,30
False,2,16,False,False,False,2000.0,30
False,2,22,False,False,False,1163.90046,46
False,5,21,False,True,False,5000.0,28
True,6,18,False,False,True,20000.0,60
False,7,19,False,False,True,24000.0,26
False,4,10,False,False,True,4000.0,17
False,6,17,False,False,False,1.2063968999999999,60
False,1,14,False,False,True,2000.0,24
False,6,18,False,False,True,20996.557380000002,30
False,10,19,False,False,True,48170.25596,30
False,10,24,False,False,False,3529.87272,40
False,4,20,False,False,True,17000.0,33
False,5,22,False,False,True,177000.0,29
False,6,22,False,False,False,2197.9778699999997,30
True,10,21,False,False,True,3000.0,21
False,6,23,False,False,True,5000.0,30
True,7,6,False,False,True,8304.7316464,30
False,3,15,False,False,True,4500.0,31
True,4,17,False,False,True,50000.0,45
False,5,14,False,False,True,989.1418575,18
False,7,12,False,False,True,3000.0,30
False,3,21,False,False,True,3000.0,30
False,7,15,False,False,True,14000.0,37
False,4,22,False,False,True,5500.0,48
True,1,19,False,False,True,3000.0,60
False,4,20,False,False,False,100000.0,60
False,9,21,False,False,True,50000.0,30
False,4,24,False,False,True,200000.0,30
False,2,20,False,False,False,39.8986575,7
False,6,12,False,False,True,9500.0,28
False,5,17,False,False,True,7000.0,29
False,2,13,False,False,True,5000.0,30
False,5,16,False,False,False,5100.0,30
False,5,19,False,False,True,30000.0,35
False,1,15,False,False,True,2500.0,20
False,6,17,False,False,False,1650.0,30
True,6,23,False,False,True,230.48254500000002,30
False,5,17,False,False,True,19537.492749999998,25
False,4,21,False,False,True,6750.0,21
False,5,19,False,False,True,10000.0,31
False,7,23,False,False,False,2346.57135,30
False,5,22,False,False,True,3000.0,30
False,7,19,False,False,True,7053.4629,30
False,8,19,False,False,True,8706.746325,30
False,10,14,False,False,True,29463.759499999996,60
False,8,15,False,True,True,1500.0,36
False,3,26,False,False,True,10000.0,30
False,5,20,False,False,False,11931.622299999999,30
False,7,17,False,False,True,10000.0,59
False,3,14,False,False,False,3267.1197,30
False,9,21,False,False,True,15000.0,60
True,5,23,False,False,True,1000.0,30
False,8,23,False,True,True,7848.9732,34
False,8,10,False,False,True,50000.0,30
True,2,13,False,False,True,20000.0,32
False,6,7,False,False,False,20.0,60
True,8,17,False,False,True,20000.0,36
False,7,18,False,False,False,5000.0,30
False,7,21,False,False,True,15000.0,30
True,3,16,False,False,True,12500.0,31
False,5,22,False,False,True,5321.161665,29
False,5,19,False,False,False,20000.0,30
False,3,18,False,False,True,12000.0,14
False,11,20,False,False,True,3529.87272,20
False,6,21,False,False,True,333.0,30
False,4,17,False,False,False,48989.588,50
False,3,20,False,False,True,50.0,30
False,5,22,False,False,False,5200.0,60
False,1,20,False,False,True,1000.0,60
False,3,11,False,False,True,1200.0,25
False,5,19,False,False,True,1509.97756,30
False,5,10,False,False,False,2000.0,21
False,4,12,False,False,True,2109.1708,45
False,6,19,False,False,True,4357.524262,32
False,7,22,False,False,True,50000.0,35
False,8,20,False,False,False,40000.0,60
False,7,20,False,False,True,300.0,14
False,6,24,False,False,True,8403.616,33
False,4,18,False,False,True,11110.0,30
False,7,17,False,False,False,790.32755,14
False,9,22,False,False,True,15000.0,48
False,7,16,False,False,False,500.0,45
False,3,17,False,False,False,1000.0,15
False,7,15,False,False,False,7000.0,10
False,2,22,False,False,True,5914.290075,30
False,3,15,False,False,True,8367.632,40
False,5,18,False,False,False,4000.0,18
False,4,11,False,False,False,3662.73535,40
False,5,19,False,False,True,2000.0,16
False,4,12,False,False,True,230684.05800000002,51
False,4,17,False,False,True,6000.0,30
False,3,22,False,False,True,2206.8024,30
False,6,13,False,False,True,10100.0,30
False,5,21,False,False,False,100.0,30
False,3,22,False,False,True,15566.341699999999,31
False,4,18,False,False,False,9287.19608,40
False,3,18,False,False,False,1193.16223,50
False,2,6,False,False,False,1470.3038999999999,17
True,4,6,False,False,True,3103.75095,30
False,3,20,False,False,False,400.0,24
False,3,20,False,False,True,20000.0,14
False,5,22,False,False,True,1000.0,19
True,7,19,False,False,True,8784.75,30
False,2,15,False,False,True,100.0,30
False,3,9,False,False,True,26250.7842,30
False,5,21,False,False,True,23808.8152,31
False,8,17,False,False,False,5500.0,30
False,6,17,False,False,True,3500.0,19
False,6,18,False,False,True,19140.0,35
False,6,17,False,False,True,5313.07984,30
False,9,21,False,False,False,10000.0,60
False,3,21,False,False,True,12500.0,32
False,3,20,False,False,False,10272.25485,45
False,4,19,False,False,False,400.0,7
False,6,18,False,False,False,65342.394,60
False,8,17,False,False,True,12000.0,30
True,8,21,False,False,True,28000.0,26
False,4,11,False,False,True,23214.9988,35
False,2,18,False,False,True,653.65031,22
True,4,18,False,False,True,7000.0,30
True,6,19,False,False,False,4584.17155,30
False,5,8,False,False,False,250.0,30
False,7,22,False,False,False,7500.0,30
False,3,21,False,False,True,4645.73916,30
False,7,20,False,False,True,6000.0,30
False,3,23,False,False,True,1500.0,35
False,7,6,False,False,True,18000.0,38
False,6,13,False,False,False,5000.0,43
False,5,19,False,False,True,60000.0,37
True,8,13,False,False,True,4000.0,30
False,3,21,False,False,True,10000.0,29
False,3,23,False,False,False,26495.0144,30
False,6,15,False,False,False,4040.15919,27
False,7,16,False,False,False,2500.0,30
True,4,16,False,False,True,3482.8723800000002,30
True,3,18,False,False,True,600.0,23
False,4,21,False,False,True,10000.0,30
False,6,16,False,False,True,500088.93914,40
False,7,17,False,True,True,5000.0,60
False,7,18,False,False,True,11607.6072,33
False,5,16,False,False,True,39981.6618,30
False,6,15,False,False,False,5000.0,12
False,7,15,False,False,False,27261.050949999997,30
True,8,15,False,True,True,50000.0,43
False,3,6,False,False,False,20000.0,20
False,5,20,False,False,True,934.943508,30
False,7,16,False,False,True,20000.0,30
False,4,17,False,False,True,6964.39452,60
False,5,16,False,False,True,3519.4105425,30
False,5,6,False,False,False,193.00429,30
False,8,16,False,False,True,3500.0,36
False,2,25,False,False,False,17000.0,30
False,4,16,False,False,True,3499.7993400000005,41
True,5,13,False,False,True,5000.0,25
False,6,22,False,False,True,40000.0,14
False,7,13,False,False,True,300000.0,45
False,1,18,False,False,True,7000.0,30
False,11,24,False,False,True,4674.71754,30
False,2,18,False,False,True,10000.0,40
False,7,20,False,False,False,2000.0,14
False,9,19,False,True,True,8500.0,30
False,3,10,False,False,True,2349.9590399999997,30
False,8,21,False,False,True,26250.7842,31
False,2,15,False,False,True,2625.07842,30
False,4,23,False,False,True,13198.8459,30
False,4,20,False,False,True,20000.0,48
False,4,15,False,False,False,5085.97648,45
False,3,21,False,False,True,23219.149200000003,35
False,3,15,False,False,False,200000.0,30
False,3,15,False,False,False,10000.0,30
False,5,22,False,False,True,80000.0,23
False,7,18,False,False,False,385.0,15
False,5,17,False,False,True,10000.0,30
False,5,11,False,False,True,5000.0,36
False,8,15,False,False,True,130.765107,11
False,5,22,False,False,True,2000.0,30
False,5,16,False,False,True,22825.0,30
False,2,23,False,False,True,6000.0,45
False,3,15,False,False,False,5864.43535,30
False,2,20,False,False,False,580.36621,30
True,4,10,False,False,True,19152.08493,36
False,4,19,False,False,True,1336.29635,30
False,3,20,False,False,True,10000.0,60
False,4,19,False,False,False,4946.731699999999,30
False,8,22,False,False,True,800.0,11
True,7,15,False,False,True,2500.0,30
False,3,16,False,False,True,10000.0,27
True,9,14,False,False,True,61500.0,45
False,3,15,False,False,False,6000.0,33
False,8,23,False,False,True,12000.0,41
False,2,21,False,False,True,1741.14108,7
False,2,9,False,False,False,10000.0,60
False,3,22,False,False,False,150000.0,60
False,9,24,False,False,True,5500.0,30
True,5,18,False,True,True,15740.595,21
False,5,23,False,False,False,3297.457,16
False,5,21,False,False,True,3700.0,16
False,2,15,False,False,False,8573388.2,48
False,4,15,False,False,True,85000.0,45
False,4,19,False,False,True,10000.0,35
False,4,16,False,False,True,15000.0,30
False,7,17,False,False,False,1500.0,30
False,3,20,False,False,True,300.0,30
False,3,18,False,False,True,21143.66,30
False,4,20,False,False,True,6000.0,30
False,6,18,False,False,True,30000.0,30
False,3,21,False,False,False,400.0,7
False,3,23,False,False,False,700.0,30
False,6,10,False,False,True,50000.0,25
False,4,19,False,False,False,2000.0,40
False,5,17,False,False,False,1000.0,29
False,6,18,False,False,False,12000.0,60
False,9,10,False,False,False,6000.0,60
False,5,18,False,False,True,7500.0,16
False,6,20,False,True,True,11758.764650000001,32
False,5,17,False,False,True,25000.0,30
False,2,15,False,False,False,13142.1242,20
False,2,17,False,False,False,10000.0,14
False,3,21,False,False,True,3768.3408000000004,60
False,7,17,False,False,False,10000.0,12
False,10,12,False,False,True,2000.0,28
False,6,19,False,False,True,45000.0,45
False,6,21,False,False,True,15000.0,30
False,2,19,False,False,True,1569.8991,30
True,8,19,False,False,True,371.498075,60
False,4,12,False,False,False,395.69483999999994,30
False,7,18,False,False,True,33137.34956,30
False,6,22,False,False,False,2200.0,34
False,2,16,False,False,True,1150.0,14
False,5,12,False,False,False,7885.7201,26
False,7,14,False,False,True,10000.0,30
False,4,14,False,False,True,765.76656,31
False,10,20,False,False,True,1325.5725499999999,30
False,11,27,False,False,True,22081.931927999998,20
False,3,9,False,False,True,5896.372450000001,45
True,7,21,False,False,True,627.917856,30
False,6,12,False,False,False,7367.6928,30
False,9,20,False,False,True,600.0,30
False,13,22,False,False,True,7500.0,30
False,8,18,False,False,True,50000.0,30
True,7,12,False,False,False,433.05893069999996,14
False,5,23,False,False,True,54936.7322,40
False,6,21,False,False,False,20000.0,30
False,5,17,False,False,False,8000.0,50
True,7,16,False,True,True,40000.0,29
False,4,19,False,False,True,39240.523,30
False,2,19,False,False,True,3000.0,28
False,2,13,False,False,True,15000.0,30
False,2,16,False,False,True,8102.0,30
False,3,19,False,False,True,2000.0,30
False,9,18,False,False,True,11098.77915,45
False,1,22,False,False,True,4000.0,30
False,6,20,False,False,True,5942.0,60
False,5,24,False,False,False,200.0,30
False,3,14,False,False,True,8004.2689199999995,26
False,5,15,False,False,False,4500.0,34
False,5,18,False,False,True,5000.0,60
False,9,18,False,False,True,12000.0,28
False,2,20,False,False,False,500.0,24
False,7,24,False,False,False,500.0,33
True,8,17,False,False,True,3933.4460999999997,25
False,2,23,False,False,True,1000.0,30
False,6,12,False,False,False,850.0,30
False,5,21,False,False,True,2600.3435,38
False,3,15,False,False,False,800.0,20
False,3,6,False,False,True,7181.7582,15
False,7,21,False,False,False,2114.011264,10
False,6,18,False,False,False,21000.0,30
False,4,14,False,False,False,12689.778816,15
False,4,19,False,False,True,6000.0,30
False,8,22,False,False,True,499.0,23
False,3,18,False,False,True,5000.0,38
False,9,23,False,False,True,25000.0,30
False,5,22,False,False,False,100.0,14
False,9,25,False,False,True,27508.7596,29
False,2,20,False,False,False,1.0,60
False,8,16,False,False,True,5900.0,30
False,1,15,False,True,False,13255.7255,24
False,7,14,False,False,False,500.0,4
False,5,18,False,False,True,7962.69,30
False,8,21,False,False,True,300.0,30
False,6,10,False,False,True,37781.329000000005,30
False,7,16,False,False,True,2029.846546,15
False,4,11,False,False,True,1322.83006,21
True,3,17,False,False,True,17954.3955,30
True,4,22,False,False,True,25000.0,47
False,7,12,False,False,False,10000.0,30
False,4,9,False,False,True,2334.59946,45
False,3,18,False,False,False,500.0,30
False,3,16,False,False,False,3932.7963999999997,50
False,7,18,False,False,True,13500.0,39
False,3,21,False,False,True,19818.855600000003,30
False,7,17,False,False,True,41085.502499999995,32
False,5,18,False,False,True,1174.16784,15
False,9,17,False,False,True,6682.70515,30
True,7,19,False,False,True,12345.0,23
False,4,14,False,False,True,1500.0,60
False,5,12,False,False,True,7000.0,32
False,3,8,False,False,False,2950.0,30
False,4,22,False,False,True,10000.0,30
False,8,9,False,False,True,20000.0,40
False,6,18,False,True,True,4664.52721,16
False,4,24,False,True,True,1609.0710000000001,60
True,5,10,False,False,True,8895.87375,30
False,8,21,False,False,True,54.18292160000001,35
False,1,21,False,False,False,9334.12984,30
False,3,16,False,False,False,15000.0,40
False,6,17,False,False,True,750.0,12
False,5,19,False,False,False,300.0,30
False,5,18,False,False,False,2500.0,30
False,3,25,False,False,False,1196.033949,16
False,8,21,False,False,True,13169.557499999999,50
False,3,20,False,False,False,14086.457999999999,30
False,4,20,False,False,False,5000.0,35
False,2,18,False,True,False,7369.088155,59
False,7,17,False,False,True,30000.0,45
False,3,14,False,False,True,10783.32,40
False,5,19,False,False,False,59619.4845,30
False,4,17,False,False,False,500.0,35
False,3,21,False,False,True,3000.0,30
False,8,16,False,False,True,33.57989925,30
False,7,7,False,False,False,5000.0,7
False,4,18,False,False,True,3893.35025,60
False,6,8,False,False,True,36670.8267,40
False,2,17,False,False,False,2001.0672299999999,34
False,5,22,False,False,True,7500.0,30
False,6,21,False,False,True,5500.0,60
False,8,19,False,False,True,500.0,60
False,4,12,False,False,True,6699.17105,30
False,5,22,False,False,True,3322.3165249999997,25
False,5,22,False,False,False,127.39912799999999,9
False,5,10,False,False,False,5000.0,30
False,1,5,False,False,False,5000.0,30
False,5,15,False,False,True,2676.99988,60
False,10,20,False,True,True,3000.0,30
False,4,6,False,False,True,1500.0,30
False,4,22,False,False,False,225.1201656,30
False,6,13,False,False,True,9750.0,30
False,5,24,False,False,False,500.0,34
False,7,16,False,False,True,26863.9194,30
False,5,21,False,False,False,1789.743345,26
False,3,21,False,False,True,3366.799325,40
False,2,14,False,False,True,35000.0,30
False,9,18,False,False,True,10000.0,30
False,8,23,False,False,True,4000.0,30
False,8,20,False,False,True,50797.194160240004,40
False,8,14,False,False,True,3507.388675,30
False,4,26,False,False,True,2000.0,57
False,6,18,False,False,True,9500.0,31
False,4,19,False,False,True,1786.56332,30
False,8,19,False,False,False,4800.0,15
False,7,9,False,False,True,8928.3057,30
False,4,24,False,False,True,1900.0,22
False,1,7,False,False,True,4029.58791,15
False,4,20,False,False,False,750.0,11
False,7,16,False,True,True,2500.0,30
False,6,20,False,False,False,4000.0,25
False,5,11,False,False,True,10000.0,29
False,8,24,False,False,False,1336.29635,50
True,6,21,False,False,True,2500.0,31
False,6,9,False,False,True,7750.0,25
False,7,15,False,False,True,7172.049,30
False,6,21,False,False,True,10000.0,30
False,3,24,False,False,True,10000.0,49
False,7,5,False,False,False,3000.0,60
False,3,19,False,False,True,55000.0,45
False,3,19,False,False,True,1331.4355,30
False,8,22,False,False,False,800.0,40
False,4,12,False,False,True,18000.0,30
False,2,22,False,False,True,6733.59865,30
False,4,18,False,False,True,12000.0,30
False,6,23,False,False,True,4189.35895,30
False,5,18,False,False,True,3357.989925,34
False,3,20,False,False,True,36662.9841,30
False,4,8,False,False,True,20000.0,60
False,5,17,False,False,False,2500.0,33
False,6,20,False,False,True,1000.0,45
False,8,16,False,False,True,20000.0,52
True,6,17,False,False,True,12000.0,32
False,4,17,False,False,False,300.0,32
False,3,16,False,False,True,10000.0,45
False,3,24,False,False,True,1332.42906,28
False,8,21,False,False,True,500.0,45
False,9,21,False,False,True,7122.59166,40
False,7,18,False,False,True,6215.9890000000005,30
False,4,11,False,False,False,500.0,30
False,5,22,False,False,False,155000.0,59
False,5,19,False,False,False,6733.109,30
False,3,14,False,False,False,150.0,30
False,3,9,False,False,True,3300.0,30
False,5,23,False,True,True,10000.0,30
False,3,18,False,False,True,20000.0,30
True,6,22,False,False,True,4500.0,32
False,3,21,False,False,True,12325.0,29
False,9,15,False,False,True,5500.0,60
False,8,18,False,False,True,9000.0,31
False,5,15,False,False,True,7500.0,34
False,5,23,False,False,False,94285.2372,60
False,1,7,False,False,True,507813.21499999997,30
False,6,10,False,False,True,1500.0,20
False,2,12,False,False,True,7786.9491,34
False,8,19,False,False,True,1200.0,15
False,5,16,False,False,True,10000.0,30
False,6,20,False,False,True,10000.0,45
False,2,19,False,False,True,7500.0,28
False,1,21,False,False,True,250000.0,36
False,5,17,False,False,True,9800.0,30
False,5,12,False,False,False,700.0,31
False,4,18,False,False,True,141.71552300000002,54
False,4,24,False,False,False,7778.5902,10
False,3,12,False,False,True,1349.08889,37
False,8,21,False,False,True,11000.0,30
False,10,17,False,False,False,1500.0,30
False,4,11,False,False,True,1000.0,23
False,5,10,False,False,False,1000.0,30
False,7,20,False,False,True,600.0,45
False,2,4,False,False,False,50000.0,60
False,2,20,False,False,False,1000.0,30
False,1,21,False,False,True,5717.8605,31
False,2,23,False,False,False,5000.0,30
False,4,17,False,False,True,4504.20018,60
False,10,21,False,False,True,60000.0,30
False,6,20,False,False,True,2000.0,31
False,1,20,False,False,False,85000.0,59
False,8,22,False,False,True,500.0,7
False,5,20,False,False,False,2500.0,20
False,5,21,False,False,False,7000.0,30
True,5,17,False,True,True,20000.0,31
False,5,23,False,True,True,1980.373185,30
False,4,20,False,False,False,949.967584,30
False,7,21,False,False,False,700.0,30
False,6,16,False,False,False,200.0,60
False,5,16,False,False,True,3500.0,59
False,4,21,False,False,False,250.0,17
False,7,12,False,False,True,700.0,30
True,3,23,False,False,True,1000.0,15
False,3,14,False,False,False,5000.0,60
False,5,21,False,False,True,135.13513500000002,30
False,3,16,False,False,True,6276.76344,21
False,8,24,False,True,True,6000.0,27
False,2,21,False,False,True,3000.0,36
False,3,11,False,False,False,3890.2491127499998,33
False,5,23,False,False,True,2086.4636,30
False,4,14,False,False,False,2.0,30
False,7,16,False,False,False,1000.0,30
False,4,20,False,False,False,2500.0,30
False,5,17,False,False,False,300.0,45
False,9,20,False,False,True,6448.681489500001,30
False,1,18,False,False,True,2500.0,51
False,8,18,False,False,True,3901.7659999999996,59
False,4,20,False,False,True,3000.0,30
False,5,14,False,False,True,1154.2187800000002,40
False,3,15,False,False,False,5000.0,30
False,3,17,False,False,True,1333.35644,30
False,3,21,False,False,True,1776.2325899999998,60
False,5,17,False,False,True,1384.85166,29
False,3,16,False,False,True,19831.111080000002,28
False,3,9,False,False,True,412.4386805,30
False,3,24,False,False,True,10000.0,30
False,6,20,False,False,True,39813.45,30
True,10,19,False,False,False,1000.0,60
False,10,17,False,False,True,250.0,30
True,6,19,False,False,True,2061.464625,30
False,2,10,False,False,True,1412.29972,59
False,1,20,False,False,True,5880.3951,60
False,6,18,False,False,False,120.290043,30
False,7,13,False,True,True,10000.0,29
False,6,18,False,False,False,3240.0,14
True,8,16,False,False,False,250.0,12
False,5,20,False,False,False,500.0,30
False,6,16,False,False,True,3000.0,25
False,6,14,False,False,False,6000.0,30
False,5,21,False,False,False,1000.0,30
False,5,20,False,False,True,334.2840375,19
False,3,15,False,False,True,4112.252759999999,30
False,5,25,False,False,False,250.0,45
False,6,18,False,False,True,20000.0,30
False,10,19,False,False,True,9000.0,30
True,8,16,False,False,True,50000.0,15
False,10,20,False,False,True,4200.0,30
False,6,7,False,False,True,1850.5515,30
False,3,3,False,False,False,3700.0,9
False,6,7,False,False,True,3200.0,30
False,7,19,False,False,False,4500.0,32
False,6,18,False,False,False,399.0,45
False,3,16,False,False,True,2728.708675,31
False,8,19,False,False,True,5000.0,29
False,6,18,False,False,True,2500.0,30
False,3,8,False,False,False,1338.5053200000002,37
False,2,17,False,False,False,5000.0,30
False,2,17,False,False,False,2500.0,30
False,6,19,False,False,True,35379.659,31
False,5,21,False,False,True,4780.0,29
False,5,14,False,False,True,3000.0,43
False,8,25,False,False,True,100000.0,30
False,1,20,False,False,True,135720.568,32
False,6,10,False,False,False,23683.101199999997,30
False,6,19,False,False,False,27118.7912,32
False,6,21,False,False,True,1500.0,59
False,3,14,False,False,False,339.97924750000004,30
False,6,14,False,False,True,10000.0,25
False,4,21,False,False,True,10000.0,29
False,2,16,False,False,False,100000.0,60
True,7,18,False,False,True,5000.0,30
True,8,17,False,False,True,20000.0,35
False,2,15,False,False,True,3232.5672,34
False,2,21,False,False,True,6363.0,38
False,4,20,False,False,True,1000.0,30
False,7,20,False,False,True,30000.0,30
False,2,19,False,False,True,15077.271,30
False,2,19,False,False,False,954.64665,30
True,2,17,False,False,True,1650.0,28
False,6,14,False,False,True,14243.712239999999,15
False,7,18,False,False,True,275.0,28
False,4,28,False,False,True,2500.0,30
False,3,22,False,False,False,1000.0,40
False,2,18,False,False,True,1500.0,30
False,4,18,False,True,True,4000.0,21
False,3,18,False,False,True,25000.0,30
False,6,19,False,False,True,9990.0,59
False,8,12,False,False,True,5000.0,34
False,5,9,False,False,False,5000.0,30
False,3,18,False,False,False,3098.17176,30
False,5,24,False,False,False,9000.0,30
False,3,5,False,False,False,1800.0,21
False,3,19,False,False,False,500.0,45
False,10,18,False,False,True,6000.0,20
False,6,20,False,False,True,35.489989,30
False,8,18,False,False,True,1000.0,30
False,7,19,False,False,True,18109.851319999998,33
False,5,21,False,False,True,5000.0,40
False,5,17,False,False,True,1179.149805,30
False,8,18,False,False,True,23935.3268,30
False,7,21,False,False,True,1710.99782,60
False,7,21,False,False,True,100000.0,56
False,5,21,False,False,True,500.0,20
False,5,15,False,False,False,100000.0,19
False,5,21,False,False,False,750.0,20
False,8,17,False,False,False,30000.0,45
True,3,21,False,False,True,432.4476256,37
False,11,26,False,False,False,2500.0,30
True,6,15,False,False,False,500.0,29
False,7,20,False,False,False,1200.0,24
False,7,19,False,False,True,6000.0,27
False,3,5,False,False,False,1000.0,30
False,1,25,False,False,False,3105.36825,30
False,7,20,False,False,True,1232.2099699999999,21
False,5,23,False,True,True,2389.1009200000003,30
True,4,20,False,False,True,6194.152000000001,42
False,9,21,False,False,True,2500.0,30
False,6,19,False,False,False,350.0,30
False,8,24,False,False,True,120.0,7
False,8,23,False,False,True,19573.823,30
False,3,18,False,False,True,395.0,25
False,6,21,False,False,True,20.0,30
False,2,7,False,False,True,2933.20076,30
False,3,16,False,False,False,100000.0,30
False,3,22,False,False,True,1000.0,30
False,8,18,False,False,True,8000.0,30
False,5,15,False,False,False,180.12717,30
False,4,19,False,False,True,392.65515,29
False,3,11,False,False,False,5000.0,59
False,3,20,False,False,False,6737.5209,59
False,4,16,False,False,True,1000.0,30
False,4,15,False,False,True,12177.7464,30
False,2,20,False,False,True,125000.0,30
False,6,21,False,False,False,650.0,33
True,9,20,False,False,True,30000.0,45
False,8,13,False,False,True,15279.006405,27
False,5,21,False,False,True,5000.0,30
False,8,19,False,False,True,2850.0,20
True,5,20,False,False,True,2027.098245,30
False,8,22,False,False,True,1216.424655,30
True,8,19,False,False,True,645.0312399999999,30
True,9,14,False,False,False,1200.0,30
True,6,14,False,False,True,5000.0,30
False,4,23,False,False,False,34857.36638,21
False,3,22,False,False,True,134430.9417,30
False,3,20,False,False,True,12133.0343244,30
False,5,12,False,False,False,275.0,30
False,5,15,False,False,False,14000.0,44
False,4,22,False,False,True,629149.55735,31
False,5,18,False,False,False,2000.0,30
False,2,22,False,False,False,67847.208,30
False,7,18,False,False,False,312.93624,21
False,3,26,False,False,False,10000.0,30
False,4,20,False,False,True,10000.0,30
False,2,8,False,False,False,30075.549750000002,60
True,7,13,False,False,True,414.68424600000003,23
False,5,19,False,False,False,750.0,30
False,6,22,False,False,False,50000.0,30
False,6,20,False,False,True,25000.0,45
False,6,18,False,False,False,2377.8611699999997,29
False,5,23,False,False,True,60000.0,30
False,3,10,False,False,False,15000.0,30
False,4,21,False,False,True,750.0,33
False,7,15,False,False,True,15000.0,32
False,3,8,False,False,True,40000.0,45
False,5,16,False,False,False,2000.0,41
False,4,10,False,False,True,774.07169,30
False,3,20,False,False,False,24392.9212,20
False,4,10,False,False,False,1750.0,30
False,5,27,False,False,False,33000.0,28
False,2,20,False,False,False,6000.0,30
True,9,16,False,False,True,35000.0,29
False,7,20,False,False,True,10000.0,30
False,5,10,False,True,True,2035.80852,30
False,6,20,False,False,True,10592.2479,21
False,5,21,False,False,True,2000.0,14
False,4,20,False,False,False,10000.0,30
False,7,22,False,False,True,424.14576900000003,20
False,3,22,False,False,False,1821.3419000000001,29
False,4,15,False,False,False,6000.0,30
False,2,23,False,False,False,493.38616,29
False,5,18,False,False,True,2000.0,13
False,3,12,False,False,True,4750.219880000001,21
False,5,15,False,False,True,18000.0,36
False,4,15,False,False,True,2000.0,33
False,5,27,False,True,True,612.9182500000001,20
False,5,20,False,False,True,2101.66746,29
True,4,14,False,False,True,4500.0,28
False,6,19,False,False,True,15000.0,31
False,6,19,False,False,False,1099.0,30
False,5,16,False,False,True,1500.0,15
False,3,16,False,False,False,27887.57965,30
False,2,17,False,False,False,2500.0,59
False,4,12,False,False,True,500.0,59
False,8,18,False,False,True,20000.0,30
False,6,18,False,False,True,12000.0,28
False,10,18,False,False,False,835.526594,30
False,7,15,False,False,True,65000.0,30
False,6,21,False,False,True,8500.0,14
False,6,23,False,False,False,50000.0,30
False,1,18,False,False,True,212.905176,30
False,6,21,False,False,True,150000.0,30
False,4,18,False,False,False,275.823644,30
False,4,21,False,False,True,3542.8880750000003,29
False,5,15,False,False,False,5041.405049999999,60
True,7,17,False,False,True,20843.146950000002,29
False,6,9,False,False,False,613.35093,30
False,3,19,False,False,False,4000.0,30
