cluster,goal_usd,name_len_clean,blurb_len_clean,project_duration_days,staff_pick_coalesced,show_feature_image,video,size,success_rate
0,112292.11631598871,4.7878238341968915,14.610362694300518,35.78730569948186,0.0,0.007383419689119171,0.0,7720,21.58
1,64064.87587424304,5.157199100112486,15.178102737157856,35.55108736407949,0.0,0.014904386951631047,1.0,10668,28.07
2,16001.193556720293,5.469501958589816,14.904868494683827,32.55623950755456,1.0,0.04868494683827644,0.846670397313934,1787,77.9
